排名,證券代號,證券名稱,投信買賣超股數
1,2887,台新新光金,134577000
2,2883,凱基金,100003000
3,2880,華南金,57949000
4,2618,長榮航,41577808
5,2382,廣達,37188225
6,2886,兆豐金,25584331
7,3481,群創,24152000
8,2884,玉山金,17874305
9,2891,中信金,17715071
10,3231,緯創,17001000
11,2105,正新,15861775
12,2603,長榮,14904941
13,4938,和碩,14455000
14,2892,第一金,14287000
15,2344,華邦電,12930000
16,5871,中租-KY,11626755
17,1216,統一,10715981
18,2801,彰銀,10488634
19,2542,興富發,10329000
20,2855,統一證,9343838
21,2347,聯強,9305488
22,2356,英業達,9108000
23,2912,統一超,7748300
24,2412,中華電,7593000
25,3045,台灣大,6063000
26,1210,大成,5379000
27,2408,南亞科,5366000
28,5876,上海商銀,4818578
29,4904,遠傳,4574000
30,2610,華航,4117720
